id,text,tokenized,spam_label,spam_label_vn,sentiment_label,sentiment_label_vn
815,"Đọc xong chỉ biết nói là video này không đáng, chắc sẽ không dùng lại đâu. 👎 :v","Đọc xong chỉ biết nói là video này không đáng , chắc sẽ không dùng lại đâu . 👎 : v",không spam,Không spam,neutral,Trung lập
816,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 😅","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 😅",spam,Spam,positive,Tích cực
817,"Cá nhân mình thì giảng viên rất hữu ích, liên quan đến app đọc báo.","Cá_nhân mình thì giảng_viên rất hữu_ích , liên_quan đến app đọc báo .",không spam,Không spam,positive,Tích cực
818,"Nếu bạn đang phân vân thì video này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 😅","Nếu bạn đang phân_vân thì video này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,neutral,Trung lập
819,"Theo mình update mới hài lòng, liên quan đến khóa học NLP. 😢 :v","Theo mình update mới hài_lòng , liên_quan đến khóa học NLP._😢 : v",không spam,Không spam,positive,Tích cực
820,"Nói thật là fanpage này cực kỳ thú vị, liên quan đến quán cà phê mới.","Nói thật là fanpage này cực_kỳ thú_vị , liên_quan đến quán cà_phê mới .",không spam,Không spam,positive,Tích cực
821,"Cá nhân mình thì dịch vụ bên bạn không có gì đặc biệt, mọi người tự trải nghiệm nhé. 🤔","Cá_nhân mình thì dịch_vụ bên bạn không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 🤔",không spam,Không spam,neutral,Trung lập
822,"Theo mình bài viết này hài lòng, liên quan đến khóa học tiếng Anh.","Theo mình bài viết này hài_lòng , liên_quan đến khóa học tiếng Anh .",không spam,Không spam,positive,Tích cực
823,"Ai quan tâm thì page này không recommend, chắc sẽ không dùng lại đâu.","Ai quan_tâm thì page này không recommend , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
824,"Nói thật là video này quá tuyệt, liên quan đến khóa học tiếng Anh. 😍","Nói thật là video này quá tuyệt , liên_quan đến khóa học tiếng Anh . 😍",không spam,Không spam,positive,Tích cực
825,Like page mình nhận quà liền tay nha mọi người!!! 😢,Like page mình nhận quà liền tay_nha mọi người ! ! ! 😢,spam,Spam,positive,Tích cực
826,"Ai quan tâm thì sản phẩm này xịn sò, liên quan đến tool AI mới. 😅","Ai quan_tâm thì sản_phẩm này xịn_sò , liên_quan đến tool AI mới . 😅",không spam,Không spam,neutral,Trung lập
827,"Mình thấy tính năng mới không recommend, chắc sẽ không dùng lại đâu. 🥰","Mình thấy tính_năng mới không recommend , chắc sẽ không dùng lại đâu . 🥰",không spam,Không spam,negative,Tiêu cực
828,"Đọc xong chỉ biết nói là app này đáng tiền, liên quan đến tool AI mới.","Đọc xong chỉ biết nói là app này đáng tiền , liên_quan đến tool AI mới .",không spam,Không spam,neutral,Trung lập
829,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😀","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😀",spam,Spam,neutral,Trung lập
830,"Theo mình page này quá tuyệt, liên quan đến quán ăn vặt. 👎","Theo mình page này quá tuyệt , liên_quan đến quán ăn vặt . 👎",không spam,Không spam,positive,Tích cực
831,"Mình thấy sản phẩm này dịch vụ kém, chắc sẽ không dùng lại đâu.","Mình thấy sản_phẩm này dịch_vụ kém , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
832,"Không biết mọi người sao chứ mình khóa học online cũng được, mọi người tự trải nghiệm nhé.","Không biết mọi người sao chứ mình khóa học online cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
833,"Không biết mọi người sao chứ mình tính năng mới không như quảng cáo, chắc sẽ không dùng lại đâu.","Không biết mọi người sao chứ mình tính_năng mới không như quảng_cáo , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
834,"Cá nhân mình thì khóa học online hài lòng, liên quan đến tool AI mới. 👍","Cá_nhân mình thì khóa_học online hài_lòng , liên_quan đến tool AI mới . 👍",không spam,Không spam,positive,Tích cực
835,Like page mình nhận quà liền tay nha mọi người!!! ❤ #khuyenmai #giveaway,Like page mình nhận quà liền tay_nha mọi người ! ! !_❤ #_khuyenmai # giveaway,spam,Spam,positive,Tích cực
836,"Bán acc game giá rẻ, ai cần cmt số điện thoại 👎 #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại 👎 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
837,"Mình thấy update mới quá đã, liên quan đến app đọc báo.","Mình thấy update mới quá đã , liên_quan đến app đọc báo .",không spam,Không spam,positive,Tích cực
838,Like page mình nhận quà liền tay nha mọi người!!!,Like page mình nhận quà liền tay_nha mọi người ! ! !,spam,Spam,positive,Tích cực
839,"Nếu bạn đang phân vân thì bài viết này quá tuyệt, liên quan đến sản phẩm chăm sóc da. 😢","Nếu bạn đang phân_vân thì bài viết này quá tuyệt , liên_quan đến sản_phẩm chăm_sóc da . 😢",không spam,Không spam,neutral,Trung lập
840,"Đầu tư coin DOGE lợi nhuận khủng, tham gia group này: http://bit.ly/abcxyz 😡 #khuyenmai #giveaway","Đầu_tư coin DOGE lợi_nhuận khủng , tham_gia group này : http://bit.ly/abcxyz 😡 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
841,"Ai cần tăng like, tăng follow thì ib mình, giá rẻ bất ngờ","Ai cần tăng like , tăng follow thì ib mình , giá rẻ bất_ngờ",spam,Spam,neutral,Trung lập
842,"Nói thật là fanpage này quá chất, liên quan đến cửa hàng đồ công nghệ.","Nói thật là fanpage này quá chất , liên_quan đến cửa_hàng đồ công_nghệ .",không spam,Không spam,positive,Tích cực
843,"Thật sự sản phẩm này dịch vụ kém, chắc sẽ không dùng lại đâu. 👍","Thật_sự sản_phẩm này dịch_vụ kém , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,negative,Tiêu cực
844,"Ai quan tâm thì sản phẩm này mình chưa thử, mọi người tự trải nghiệm nhé.","Ai quan_tâm thì sản_phẩm này mình chưa thử , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
845,"Cá nhân mình thì app này cũng được, mọi người tự trải nghiệm nhé. 😀","Cá_nhân mình thì app này cũng được , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
846,"Nếu bạn đang phân vân thì page này mình chưa thử, mọi người tự trải nghiệm nhé. 😢","Nếu bạn đang phân_vân thì page này mình chưa thử , mọi người tự trải_nghiệm nhé . 😢",không spam,Không spam,neutral,Trung lập
847,"Nói thật là update mới quá đã, liên quan đến quán cà phê mới.","Nói thật là update mới quá đã , liên_quan đến quán cà_phê mới .",không spam,Không spam,positive,Tích cực
848,"Ai quan tâm thì nội dung bài giảng không đáng, chắc sẽ không dùng lại đâu.","Ai quan_tâm thì nội_dung bài giảng không đáng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
849,"Không biết mọi người sao chứ mình app này xịn sò, liên quan đến cửa hàng đồ công nghệ.","Không biết mọi người sao chứ mình app này xịn_sò , liên_quan đến cửa_hàng đồ công_nghệ .",không spam,Không spam,neutral,Trung lập
850,"Nói thật là update mới chán thật, chắc sẽ không dùng lại đâu. :v","Nói thật là update mới chán thật , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
851,"Nói thật là nội dung bài giảng quá tuyệt, liên quan đến kênh YouTube dạy lập trình.","Nói thật là nội_dung bài giảng quá tuyệt , liên_quan đến kênh YouTube_dạy lập_trình .",không spam,Không spam,positive,Tích cực
852,"Theo mình bài viết này dịch vụ kém, chắc sẽ không dùng lại đâu. :v","Theo mình bài viết này dịch_vụ kém , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
853,"Nếu bạn đang phân vân thì khóa học online không ý kiến, mọi người tự trải nghiệm nhé. 🥰","Nếu bạn đang phân_vân thì khóa học online không ý_kiến , mọi người tự trải_nghiệm nhé . 🥰",không spam,Không spam,neutral,Trung lập
854,"Không biết mọi người sao chứ mình update mới hài lòng, liên quan đến quán cà phê mới. 😡 :v","Không biết mọi người sao chứ mình update mới hài_lòng , liên_quan đến quán cà_phê mới . 😡 : v",không spam,Không spam,neutral,Trung lập
855,"Mình thấy app này quá tuyệt, liên quan đến khóa học tiếng Anh. 👎","Mình thấy app này quá tuyệt , liên_quan đến khóa học tiếng Anh . 👎",không spam,Không spam,positive,Tích cực
856,"Đọc xong chỉ biết nói là page này dịch vụ kém, chắc sẽ không dùng lại đâu. 👍","Đọc xong chỉ biết nói là page này dịch_vụ kém , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,neutral,Trung lập
857,"Cá nhân mình thì sản phẩm này chán thật, chắc sẽ không dùng lại đâu. 👎","Cá_nhân mình thì sản_phẩm này chán thật , chắc sẽ không dùng lại đâu . 👎",không spam,Không spam,negative,Tiêu cực
858,"Ai quan tâm thì tính năng mới hỗ trợ chán, chắc sẽ không dùng lại đâu.","Ai quan_tâm thì tính_năng mới hỗ_trợ chán , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
859,"Theo mình fanpage này chán thật, chắc sẽ không dùng lại đâu. ❤ :v","Theo mình fanpage này chán thật , chắc sẽ không dùng lại đâu . ❤ : v",không spam,Không spam,negative,Tiêu cực
860,"Mình thấy sản phẩm này ưng ý lắm, liên quan đến khóa học tiếng Anh. :v","Mình thấy sản_phẩm này ưng_ý lắm , liên_quan đến khóa học tiếng Anh . : v",không spam,Không spam,positive,Tích cực
861,"Ai quan tâm thì bài viết này rất hay, liên quan đến khóa học Python. 😅","Ai quan_tâm thì bài viết này rất hay , liên_quan đến khóa học Python . 😅",không spam,Không spam,positive,Tích cực
862,"Đọc xong chỉ biết nói là tính năng mới cũng được, mọi người tự trải nghiệm nhé.","Đọc xong chỉ biết nói là tính_năng mới cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
863,"Ai quan tâm thì sản phẩm này không đáng, chắc sẽ không dùng lại đâu. 🤔","Ai quan_tâm thì sản_phẩm này không đáng , chắc sẽ không dùng lại đâu . 🤔",không spam,Không spam,neutral,Trung lập
864,"Mình thấy giảng viên cực kỳ thú vị, liên quan đến tool AI mới. :v","Mình thấy giảng_viên cực_kỳ thú_vị , liên_quan đến tool AI mới . : v",không spam,Không spam,positive,Tích cực
865,"Đầu tư coin BTC lợi nhuận khủng, tham gia group này: http://bit.ly/abcxyz 🤔","Đầu_tư coin BTC lợi_nhuận khủng , tham_gia group này : http://bit.ly/abcxyz 🤔",spam,Spam,neutral,Trung lập
866,"Nếu bạn đang phân vân thì dịch vụ bên bạn bình thường, mọi người tự trải nghiệm nhé. 😀","Nếu bạn đang phân_vân thì dịch_vụ bên bạn bình_thường , mọi người tự trải_nghiệm nhé . 😀",không spam,Không spam,neutral,Trung lập
867,"Thật sự dịch vụ bên bạn đáng tiền, liên quan đến cửa hàng đồ công nghệ.","Thật_sự dịch_vụ bên bạn đáng tiền , liên_quan đến cửa_hàng đồ công_nghệ .",không spam,Không spam,neutral,Trung lập
868,"Mình thấy tính năng mới phí tiền, chắc sẽ không dùng lại đâu. 😂 :v","Mình thấy tính_năng mới phí tiền , chắc sẽ không dùng lại đâu . 😂 : v",không spam,Không spam,neutral,Trung lập
869,"Theo mình update mới tuyệt vời, liên quan đến khóa học tiếng Anh. 😂","Theo mình update mới tuyệt_vời , liên_quan đến khóa học tiếng Anh . 😂",không spam,Không spam,positive,Tích cực
870,"Mình thấy khóa học online không như quảng cáo, chắc sẽ không dùng lại đâu. 😀","Mình thấy khóa học online không như quảng_cáo , chắc sẽ không dùng lại đâu . 😀",không spam,Không spam,negative,Tiêu cực
871,"Đọc xong chỉ biết nói là video này đáng tiền, liên quan đến khóa học NLP. 🤔 :v","Đọc xong chỉ biết nói là video này đáng tiền , liên_quan đến khóa học NLP._🤔 : v",không spam,Không spam,neutral,Trung lập
872,"Nói thật là bài viết này bình thường, mọi người tự trải nghiệm nhé. 👍","Nói thật là bài viết này bình_thường , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
873,"Nói thật là update mới tạm ổn, mọi người tự trải nghiệm nhé.","Nói thật là update mới tạm ổn , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
874,"Bán acc game giá rẻ, ai cần cmt số điện thoại #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
875,"Thật sự update mới rất hữu ích, liên quan đến kênh YouTube dạy lập trình.","Thật_sự update mới rất hữu_ích , liên_quan đến kênh YouTube_dạy lập_trình .",không spam,Không spam,positive,Tích cực
876,"Nói thật là giảng viên không có gì đặc biệt, mọi người tự trải nghiệm nhé. 👎","Nói thật là giảng_viên không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 👎",không spam,Không spam,negative,Tiêu cực
877,"Thật sự khóa học online quá đã, liên quan đến sản phẩm chăm sóc da. 😂","Thật_sự khóa_học online quá đã , liên_quan đến sản_phẩm chăm_sóc da . 😂",không spam,Không spam,positive,Tích cực
878,"Inbox mình hướng dẫn kiếm 200k mỗi ngày, uy tín 100% ❤","Inbox mình hướng_dẫn kiếm 200 k mỗi ngày , uy_tín 100 % ❤",spam,Spam,neutral,Trung lập
879,"Không biết mọi người sao chứ mình giảng viên dịch vụ kém, chắc sẽ không dùng lại đâu. :v","Không biết mọi người sao chứ mình giảng_viên dịch_vụ kém , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
880,"Không biết mọi người sao chứ mình bài viết này đáng tiền, liên quan đến cửa hàng đồ công nghệ. 😀","Không biết mọi người sao chứ mình bài viết này đáng tiền , liên_quan đến cửa_hàng đồ công_nghệ . 😀",không spam,Không spam,neutral,Trung lập
881,"Ai quan tâm thì app này không đáng, chắc sẽ không dùng lại đâu. 😢 :v","Ai quan_tâm thì app này không đáng , chắc sẽ không dùng lại đâu . 😢 : v",không spam,Không spam,neutral,Trung lập
882,"Theo mình fanpage này dở ẹc, chắc sẽ không dùng lại đâu.","Theo mình fanpage này dở_ẹc , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
883,"Theo mình tính năng mới ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. :v","Theo mình tính_năng mới ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
884,"Không biết mọi người sao chứ mình dịch vụ bên bạn không đáng, chắc sẽ không dùng lại đâu.","Không biết mọi người sao chứ mình dịch_vụ bên bạn không đáng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
885,"Không biết mọi người sao chứ mình bài viết này lừa đảo, chắc sẽ không dùng lại đâu. 🤔 :v","Không biết mọi người sao chứ mình bài viết này lừa_đảo , chắc sẽ không dùng lại đâu . 🤔 : v",spam,Spam,neutral,Trung lập
886,"Nói thật là khóa học online đỉnh cao, liên quan đến sản phẩm chăm sóc da. ❤","Nói thật là khóa học online đỉnh_cao , liên_quan đến sản_phẩm chăm_sóc da . ❤",không spam,Không spam,positive,Tích cực
887,"Theo mình khóa học online chán thật, chắc sẽ không dùng lại đâu. :v","Theo mình khóa học online chán thật , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
888,"Nói thật là dịch vụ bên bạn hỗ trợ chán, chắc sẽ không dùng lại đâu. 😢","Nói thật là dịch_vụ bên bạn hỗ_trợ chán , chắc sẽ không dùng lại đâu . 😢",không spam,Không spam,neutral,Trung lập
889,"Đọc xong chỉ biết nói là giảng viên rất hay, liên quan đến quán ăn vặt.","Đọc xong chỉ biết nói là giảng_viên rất hay , liên_quan đến quán ăn vặt .",không spam,Không spam,positive,Tích cực
890,"Theo mình giảng viên hỗ trợ chán, chắc sẽ không dùng lại đâu. 😡","Theo mình giảng_viên hỗ_trợ chán , chắc sẽ không dùng lại đâu . 😡",không spam,Không spam,neutral,Trung lập
891,"Đọc xong chỉ biết nói là update mới đỉnh cao, liên quan đến tool AI mới. 👍","Đọc xong chỉ biết nói là update mới đỉnh_cao , liên_quan đến tool AI mới . 👍",không spam,Không spam,positive,Tích cực
892,"Thật sự nội dung bài giảng tạm ổn, mọi người tự trải nghiệm nhé. :v","Thật_sự nội_dung bài giảng tạm ổn , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,positive,Tích cực
893,"Inbox mình hướng dẫn kiếm 100k mỗi ngày, uy tín 100% 😢","Inbox mình hướng_dẫn kiếm 100 k mỗi ngày , uy_tín 100 % 😢",spam,Spam,neutral,Trung lập
894,"Ai quan tâm thì dịch vụ bên bạn quá chất, liên quan đến page công nghệ.","Ai quan_tâm thì dịch_vụ bên bạn quá chất , liên_quan đến page công_nghệ .",không spam,Không spam,neutral,Trung lập
895,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 😀","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 😀",spam,Spam,positive,Tích cực
896,"Theo mình sản phẩm này ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. :v","Theo mình sản_phẩm này ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . : v",không spam,Không spam,neutral,Trung lập
897,"Mình thấy update mới ưng ý lắm, liên quan đến khóa học NLP. 👍 :v","Mình thấy update mới ưng_ý lắm , liên_quan đến khóa học NLP._👍 : v",không spam,Không spam,positive,Tích cực
898,"Mình thấy tính năng mới không recommend, chắc sẽ không dùng lại đâu. 👍","Mình thấy tính_năng mới không recommend , chắc sẽ không dùng lại đâu . 👍",không spam,Không spam,negative,Tiêu cực
899,"Ai quan tâm thì update mới bình thường, mọi người tự trải nghiệm nhé. 😅 :v","Ai quan_tâm thì update mới bình_thường , mọi người tự trải_nghiệm nhé . 😅 : v",không spam,Không spam,neutral,Trung lập
900,"Cá nhân mình thì giảng viên ai quan tâm thì vào xem, mọi người tự trải nghiệm nhé. 👍","Cá_nhân mình thì giảng_viên ai quan_tâm thì vào xem , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
901,"Mình thấy sản phẩm này xem thử thôi, mọi người tự trải nghiệm nhé. ❤","Mình thấy sản_phẩm này xem thử thôi , mọi người tự trải_nghiệm nhé . ❤",không spam,Không spam,positive,Tích cực
902,"Nói thật là khóa học online rất hữu ích, liên quan đến page công nghệ. 😀","Nói thật là khóa học online rất hữu_ích , liên_quan đến page công_nghệ . 😀",không spam,Không spam,positive,Tích cực
903,"Tham gia khóa học kiếm tiền online chỉ với 1 triệuk, chi tiết tại http://example.com/voucher 😍","Tham_gia khóa học kiếm tiền online chỉ với 1 triệuk , chi_tiết tại http://example.com/voucher 😍",spam,Spam,neutral,Trung lập
904,"Thật sự giảng viên hài lòng, liên quan đến tool AI mới.","Thật_sự giảng_viên hài_lòng , liên_quan đến tool AI mới .",không spam,Không spam,positive,Tích cực
905,"Nói thật là app này ok, mọi người tự trải nghiệm nhé. 👎","Nói thật là app này ok , mọi người tự trải_nghiệm nhé . 👎",không spam,Không spam,positive,Tích cực
906,"Ai quan tâm thì khóa học online phí tiền, chắc sẽ không dùng lại đâu. 😡 :v","Ai quan_tâm thì khóa học online phí tiền , chắc sẽ không dùng lại đâu . 😡 : v",không spam,Không spam,neutral,Trung lập
907,"Theo mình fanpage này tuyệt vời, liên quan đến khóa học NLP. 😂","Theo mình fanpage này tuyệt_vời , liên_quan đến khóa học NLP. 😂",không spam,Không spam,positive,Tích cực
908,"Mình thấy dịch vụ bên bạn tuyệt vời, liên quan đến ứng dụng học từ vựng. 😍","Mình thấy dịch_vụ bên bạn tuyệt_vời , liên_quan đến ứng_dụng học từ vựng . 😍",không spam,Không spam,positive,Tích cực
909,"Mình thấy sản phẩm này rất hay, liên quan đến app đọc báo.","Mình thấy sản_phẩm này rất hay , liên_quan đến app đọc báo .",không spam,Không spam,positive,Tích cực
910,"Không biết mọi người sao chứ mình dịch vụ bên bạn xem thử thôi, mọi người tự trải nghiệm nhé. 😡","Không biết mọi người sao chứ mình dịch_vụ bên bạn xem thử thôi , mọi người tự trải_nghiệm nhé . 😡",không spam,Không spam,neutral,Trung lập
911,"Đọc xong chỉ biết nói là nội dung bài giảng tạm ổn, mọi người tự trải nghiệm nhé. 😂 :v","Đọc xong chỉ biết nói là nội_dung bài giảng tạm ổn , mọi người tự trải_nghiệm nhé . 😂 : v",không spam,Không spam,neutral,Trung lập
912,"Thật sự bài viết này không như quảng cáo, chắc sẽ không dùng lại đâu. ❤","Thật_sự bài viết này không như quảng_cáo , chắc sẽ không dùng lại đâu . ❤",không spam,Không spam,negative,Tiêu cực
913,"Đầu tư coin DOGE lợi nhuận khủng, tham gia group này: http://short.link/promo 😅","Đầu_tư coin DOGE lợi_nhuận khủng , tham_gia group này : http://short.link/promo 😅",spam,Spam,neutral,Trung lập
914,"Cá nhân mình thì update mới không đáng, chắc sẽ không dùng lại đâu.","Cá_nhân mình thì update mới không đáng , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
915,"Không biết mọi người sao chứ mình update mới hài lòng, liên quan đến cửa hàng đồ công nghệ. 👎 :v","Không biết mọi người sao chứ mình update mới hài_lòng , liên_quan đến cửa_hàng đồ công_nghệ . 👎 : v",không spam,Không spam,neutral,Trung lập
916,"Mình thấy dịch vụ bên bạn dịch vụ kém, chắc sẽ không dùng lại đâu.","Mình thấy dịch_vụ bên bạn dịch_vụ kém , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
917,"Cá nhân mình thì fanpage này bình thường, mọi người tự trải nghiệm nhé. 😂 :v","Cá_nhân mình thì fanpage này bình_thường , mọi người tự trải_nghiệm nhé . 😂 : v",không spam,Không spam,neutral,Trung lập
918,"Nếu bạn đang phân vân thì khóa học online ưng ý lắm, liên quan đến page công nghệ. 👎","Nếu bạn đang phân_vân thì khóa học online ưng_ý lắm , liên_quan đến page công_nghệ . 👎",không spam,Không spam,neutral,Trung lập
919,"Cá nhân mình thì tính năng mới quá chất, liên quan đến ứng dụng học từ vựng. 😅","Cá_nhân mình thì tính_năng mới quá_chất , liên_quan đến ứng_dụng học từ vựng . 😅",không spam,Không spam,positive,Tích cực
920,"Theo mình page này dở ẹc, chắc sẽ không dùng lại đâu. 😅 :v","Theo mình page này dở_ẹc , chắc sẽ không dùng lại đâu . 😅 : v",không spam,Không spam,negative,Tiêu cực
921,Share bài viết này vào 5 group để nhận quà miễn phí,Share bài viết này vào 5 group để nhận quà miễn_phí,spam,Spam,neutral,Trung lập
922,"Nếu bạn đang phân vân thì page này không có gì đặc biệt, mọi người tự trải nghiệm nhé.","Nếu bạn đang phân_vân thì page này không có gì đặc_biệt , mọi người tự trải_nghiệm nhé .",không spam,Không spam,neutral,Trung lập
923,"Mình thấy tính năng mới phí tiền, chắc sẽ không dùng lại đâu. 😂 :v","Mình thấy tính_năng mới phí tiền , chắc sẽ không dùng lại đâu . 😂 : v",không spam,Không spam,neutral,Trung lập
924,"Nếu bạn đang phân vân thì tính năng mới quá chất, liên quan đến cửa hàng đồ công nghệ.","Nếu bạn đang phân_vân thì tính_năng mới quá_chất , liên_quan đến cửa_hàng đồ công_nghệ .",không spam,Không spam,neutral,Trung lập
925,"Bán acc game giá rẻ, ai cần cmt số điện thoại 🤔","Bán acc game giá rẻ , ai cần cmt số điện_thoại 🤔",spam,Spam,neutral,Trung lập
926,"Ai quan tâm thì giảng viên đọc cho biết, mọi người tự trải nghiệm nhé. 👍","Ai quan_tâm thì giảng_viên đọc cho biết , mọi người tự trải_nghiệm nhé . 👍",không spam,Không spam,neutral,Trung lập
927,"Không biết mọi người sao chứ mình khóa học online chán thật, chắc sẽ không dùng lại đâu. 😀 :v","Không biết mọi người sao chứ mình khóa học online chán thật , chắc sẽ không dùng lại đâu . 😀 : v",không spam,Không spam,negative,Tiêu cực
928,"Đọc xong chỉ biết nói là app này thất vọng, chắc sẽ không dùng lại đâu.","Đọc xong chỉ biết nói là app này thất_vọng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
929,"Cho thuê nick Netflix, Spotify siêu rẻ, liên hệ ngay 😂 #khuyenmai #giveaway","Cho thuê nick Netflix , Spotify siêu_rẻ , liên_hệ ngay 😂 #_khuyenmai # giveaway",spam,Spam,positive,Tích cực
930,"Cá nhân mình thì dịch vụ bên bạn phí tiền, chắc sẽ không dùng lại đâu. :v","Cá_nhân mình thì dịch_vụ bên bạn phí tiền , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,neutral,Trung lập
931,"Mình thấy fanpage này ưng ý lắm, liên quan đến sản phẩm chăm sóc da. 😡","Mình thấy fanpage này ưng_ý lắm , liên_quan đến sản_phẩm chăm_sóc da . 😡",không spam,Không spam,positive,Tích cực
932,"Bán acc game giá rẻ, ai cần cmt số điện thoại 😍 #khuyenmai #giveaway","Bán acc game giá rẻ , ai cần cmt số điện_thoại 😍 #_khuyenmai # giveaway",spam,Spam,neutral,Trung lập
933,"Cá nhân mình thì khóa học online không recommend, chắc sẽ không dùng lại đâu. :v","Cá_nhân mình thì khóa học online không recommend , chắc sẽ không dùng lại đâu . : v",không spam,Không spam,negative,Tiêu cực
934,"Cá nhân mình thì tính năng mới đáng tiền, liên quan đến khóa học Python.","Cá_nhân mình thì tính_năng mới đáng tiền , liên_quan đến khóa học Python .",không spam,Không spam,positive,Tích cực
935,"Ai quan tâm thì tính năng mới không có gì đặc biệt, mọi người tự trải nghiệm nhé. 😅","Ai quan_tâm thì tính_năng mới không có gì đặc_biệt , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,neutral,Trung lập
936,"Nói thật là app này cũng được, mọi người tự trải nghiệm nhé.","Nói thật là app này cũng được , mọi người tự trải_nghiệm nhé .",không spam,Không spam,positive,Tích cực
937,"Đọc xong chỉ biết nói là giảng viên thất vọng, chắc sẽ không dùng lại đâu.","Đọc xong chỉ biết nói là giảng_viên thất_vọng , chắc sẽ không dùng lại đâu .",không spam,Không spam,negative,Tiêu cực
938,"Nói thật là giảng viên tạm ổn, mọi người tự trải nghiệm nhé. 😅","Nói thật là giảng_viên tạm ổn , mọi người tự trải_nghiệm nhé . 😅",không spam,Không spam,positive,Tích cực
939,"Không biết mọi người sao chứ mình video này ưng ý lắm, liên quan đến khóa học Python. 😡","Không biết mọi người sao chứ mình video này ưng_ý lắm , liên_quan đến khóa học Python . 😡",không spam,Không spam,negative,Tiêu cực
940,"Theo mình giảng viên dịch vụ kém, chắc sẽ không dùng lại đâu.","Theo mình giảng_viên dịch_vụ kém , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
941,"Mình thấy page này xịn sò, liên quan đến khóa học Python.","Mình thấy page này xịn_sò , liên_quan đến khóa học Python .",không spam,Không spam,positive,Tích cực
942,"Nếu bạn đang phân vân thì giảng viên hài lòng, liên quan đến ứng dụng học từ vựng. :v","Nếu bạn đang phân_vân thì giảng_viên hài_lòng , liên_quan đến ứng_dụng học từ vựng . : v",không spam,Không spam,neutral,Trung lập
943,"Mình thấy khóa học online rất hữu ích, liên quan đến khóa học Python. 😅","Mình thấy khóa học online rất hữu_ích , liên_quan đến khóa học Python . 😅",không spam,Không spam,positive,Tích cực
944,"Nói thật là sản phẩm này quá đã, liên quan đến tool AI mới. 😍 :v","Nói thật là sản_phẩm này quá đã , liên_quan đến tool AI mới . 😍 : v",không spam,Không spam,positive,Tích cực
945,"Nếu bạn đang phân vân thì giảng viên thất vọng, chắc sẽ không dùng lại đâu.","Nếu bạn đang phân_vân thì giảng_viên thất_vọng , chắc sẽ không dùng lại đâu .",không spam,Không spam,neutral,Trung lập
